Country Name,Country Code,Year,Value,Value_EUR,Value_EUR_billions
Greece,GRC,1967,9275600800.356443,8626308744.331493,8.626308744331494
Greece,GRC,1968,10090674766.703152,9384327533.033932,9.384327533033932
Greece,GRC,1969,11615655895.40543,10802559982.72705,10.80255998272705
Greece,GRC,1970,13139863636.363638,12220073181.818184,12.220073181818185
Greece,GRC,1971,14591750000.0,13570327500.0,13.5703275
Greece,GRC,1972,16885511363.636364,15703525568.18182,15.70352556818182
Greece,GRC,1973,22347848101.265823,20783498734.177216,20.783498734177215
Greece,GRC,1974,25351306818.18182,23576715340.909092,23.576715340909093
Greece,GRC,1975,28525876726.88629,26529065356.004253,26.529065356004253
Greece,GRC,1976,31152835820.895523,28972137313.43284,28.97213731343284
Greece,GRC,1977,36176234967.622574,33643898519.888996,33.643898519889
Greece,GRC,1978,44270204081.63265,41171289795.918365,41.17128979591836
Greece,GRC,1979,54481876724.931,50668145354.18583,50.66814535418583
Greece,GRC,1980,56829664268.58514,52851587769.78418,52.85158776978418
Greece,GRC,1981,52346506765.06765,48682251291.51292,48.68225129151292
Greece,GRC,1982,54617989795.918365,50794730510.20409,50.79473051020408
Greece,GRC,1983,49428873839.009285,45968852670.27864,45.96885267027864
Greece,GRC,1984,48020024183.79686,44658622490.93108,44.65862249093109
Greece,GRC,1985,47820851221.31754,44473391635.82532,44.473391635825315
Greece,GRC,1986,56379593476.14411,52433021932.814026,52.43302193281403
Greece,GRC,1987,65652750377.45345,61057057851.031715,61.057057851031715
Greece,GRC,1988,76261277924.57362,70922988469.85347,70.92298846985346
Greece,GRC,1989,79169043222.82837,73627210197.2304,73.6272101972304
Greece,GRC,1990,97891092003.43938,91038715563.19862,91.03871556319862
Greece,GRC,1991,105143232379.88408,97783206113.2922,97.78320611329221
Greece,GRC,1992,116224672863.78262,108088945763.31784,108.08894576331784
Greece,GRC,1993,108809059155.76695,101192425014.86327,101.19242501486326
Greece,GRC,1994,116601801966.29214,108439675828.6517,108.4396758286517
Greece,GRC,1995,136878365936.1671,127296880320.6354,127.29688032063541
Greece,GRC,1996,145861612400.906,135651299532.84259,135.6512995328426
Greece,GRC,1997,143157600149.75665,133136568139.2737,133.1365681392737
Greece,GRC,1998,144428172489.33472,134318200415.0813,134.3182004150813
Greece,GRC,1999,142588875293.74857,132607654023.18617,132.60765402318617
Greece,GRC,2000,130457756628.43636,121325713664.44582,121.32571366444581
Greece,GRC,2001,136309295225.33954,126767644559.56578,126.76764455956578
Greece,GRC,2002,154564203586.954,143744709335.86725,143.74470933586724
Greece,GRC,2003,202370140236.26508,188204230419.72653,188.20423041972654
Greece,GRC,2004,240963562236.1273,224096112879.5984,224.0961128795984
Greece,GRC,2005,247875422204.41388,230524142650.10492,230.52414265010492
Greece,GRC,2006,273546728473.07257,254398457479.9575,254.3984574799575
Greece,GRC,2007,318902829550.73315,296579631482.1818,296.5796314821818
Greece,GRC,2008,355908689477.44525,330995081214.0241,330.9950812140241
Greece,GRC,2009,331308500253.2744,308116905235.5452,308.11690523554523
Greece,GRC,2010,297124961971.50055,276326214633.49554,276.32621463349557
Greece,GRC,2011,282995942006.557,263186226066.09802,263.186226066098
Greece,GRC,2012,242029307133.40787,225087255634.06934,225.08725563406932
Greece,GRC,2013,238907690051.1301,222184151747.551,222.184151747551
Greece,GRC,2014,235458133124.6078,218976063805.88525,218.97606380588525
Greece,GRC,2015,195683527003.3745,181985680113.1383,181.9856801131383
Greece,GRC,2016,193148146586.9328,179627776325.8475,179.6277763258475
Greece,GRC,2017,199844406013.5309,185855297592.58377,185.85529759258378
Greece,GRC,2018,212049447242.1112,197205985935.16342,197.20598593516343
Greece,GRC,2019,205252760889.3644,190885067627.10892,190.88506762710892
Greece,GRC,2020,188480337285.6052,175286713675.61285,175.28671367561284
Greece,GRC,2021,214667807441.202,199641060920.31787,199.64106092031787
Greece,GRC,2022,217581324512.0592,202350631796.21506,202.35063179621505
Greece,GRC,2023,238206312632.5277,221531870748.2508,221.53187074825078
Hungary,HUN,1968,4870283626.180433,4529363772.347803,4.5293637723478035
Hungary,HUN,1969,5412100260.1731,5033253241.960983,5.033253241960983
Hungary,HUN,1970,5762071728.1237335,5358726707.155072,5.358726707155072
Hungary,HUN,1971,6271045034.468295,5832071882.055514,5.832071882055514
Hungary,HUN,1972,7355242314.224068,6840375352.228383,6.840375352228383
Hungary,HUN,1973,9108483160.503698,8470889339.26844,8.47088933926844
Hungary,HUN,1974,9983664739.3203,9284808207.567879,9.28480820756788
Hungary,HUN,1975,11383139029.43452,10586319297.374105,10.586319297374105
Hungary,HUN,1976,13192437321.244184,12268966708.757092,12.268966708757091
Hungary,HUN,1977,14735449496.728895,13703968031.957872,13.703968031957872
Hungary,HUN,1978,17230354544.824234,16024229726.686539,16.02422972668654
Hungary,HUN,1979,19894622393.19404,18501998825.670456,18.501998825670455
Hungary,HUN,1980,23041569234.97921,21428659388.530666,21.428659388530665
Hungary,HUN,1981,23628554956.605247,21974556109.64288,21.97455610964288
Hungary,HUN,1982,24062916721.31206,22378512550.820217,22.37851255082022
Hungary,HUN,1983,21838893330.60519,20310170797.46283,20.31017079746283
Hungary,HUN,1984,21173432184.871105,19691291931.93013,19.69129193193013
Hungary,HUN,1985,21440475719.858223,19939642419.468147,19.939642419468147
Hungary,HUN,1986,24697337084.10124,22968523488.214153,22.968523488214153
Hungary,HUN,1987,27143185296.5443,25243162325.7862,25.2431623257862
Hungary,HUN,1988,29702631093.881485,27623446917.309784,27.623446917309785
Hungary,HUN,1989,30323270274.405884,28200641355.19747,28.200641355197472
Hungary,HUN,1990,34365891768.68776,31960279344.87962,31.96027934487962
Hungary,HUN,1991,34753569692.91496,32320819814.410915,32.32081981441092
Hungary,HUN,1992,38730585922.218864,36019444907.66354,36.01944490766354
Hungary,HUN,1993,40124916940.59447,37316172754.75285,37.316172754752856
Hungary,HUN,1994,43166678735.21832,40145011223.753044,40.145011223753045
Hungary,HUN,1995,46425677734.14352,43175880292.75347,43.17588029275347
Hungary,HUN,1996,46658755151.6017,43392642290.989586,43.392642290989585
Hungary,HUN,1997,47296952928.75605,43986166223.743126,43.986166223743126
Hungary,HUN,1998,48706787306.25736,45297312194.81935,45.29731219481935
Hungary,HUN,1999,49073380173.71591,45638243561.5558,45.638243561555804
Hungary,HUN,2000,47218405892.42581,43913117479.95601,43.91311747995601
Hungary,HUN,2001,53749989092.01972,49987489855.57835,49.987489855578346
Hungary,HUN,2002,67608919144.36836,62876294804.26258,62.87629480426258
Hungary,HUN,2003,85285062818.00766,79315108420.74713,79.31510842074714
Hungary,HUN,2004,104120820258.66872,96832362840.5619,96.8323628405619
Hungary,HUN,2005,113211158292.9365,105286377212.43094,105.28637721243093
Hungary,HUN,2006,115715618613.05196,107615525310.13832,107.61552531013832
Hungary,HUN,2007,140186716681.42496,130373646513.72522,130.37364651372522
Hungary,HUN,2008,158325614580.628,147242821559.98404,147.24282155998404
Hungary,HUN,2009,131069255620.5666,121894407727.12695,121.89440772712695
Hungary,HUN,2010,132175349953.71332,122923075456.9534,122.9230754569534
Hungary,HUN,2011,141942264554.47513,132006306035.66188,132.00630603566188
Hungary,HUN,2012,128814279315.1317,119797279763.07248,119.79727976307248
Hungary,HUN,2013,135684315697.7134,126186413598.87346,126.18641359887346
Hungary,HUN,2014,141033843265.66858,131161474237.0718,131.1614742370718
Hungary,HUN,2015,125174166987.37167,116411975298.25566,116.41197529825565
Hungary,HUN,2016,128609822750.03862,119607135157.53592,119.60713515753592
Hungary,HUN,2017,143112196040.32568,133094342317.5029,133.0943423175029
Hungary,HUN,2018,160565642983.58676,149326047974.7357,149.3260479747357
Hungary,HUN,2019,164020460331.65897,152539028108.44284,152.53902810844284
Hungary,HUN,2020,157288955508.17633,146278728622.604,146.278728622604
Hungary,HUN,2021,182109999477.69077,169362299514.2524,169.3622995142524
Hungary,HUN,2022,177006128624.62692,164615699620.90305,164.61569962090306
Hungary,HUN,2023,212388906458.72397,197521683006.6133,197.5216830066133
Ireland,IRL,1960,1998550221.8055437,1858651706.2791557,1.8586517062791557
Ireland,IRL,1961,2151772979.96956,2001148871.371691,2.001148871371691
Ireland,IRL,1962,2329372971.891706,2166316863.859287,2.166316863859287
Ireland,IRL,1963,2505073357.885077,2329718222.833122,2.329718222833122
Ireland,IRL,1964,2851091646.431651,2651515231.1814356,2.6515152311814356
Ireland,IRL,1965,3035655793.5247006,2823159887.9779716,2.8231598879779716
Ireland,IRL,1966,3198820903.82796,2974903440.560003,2.974903440560003
Ireland,IRL,1967,3445739914.7310104,3204538120.69984,3.2045381206998402
Ireland,IRL,1968,3378701146.841974,3142192066.563036,3.142192066563036
Ireland,IRL,1969,3902721631.546634,3629531117.33837,3.6295311173383698
Ireland,IRL,1970,4395995085.995086,4088275429.97543,4.08827542997543
Ireland,IRL,1971,5098250287.466462,4741372767.34381,4.74137276734381
Ireland,IRL,1972,6318060582.218726,5875796341.463416,5.875796341463416
Ireland,IRL,1973,7481173065.792012,6957490951.186572,6.957490951186572
Ireland,IRL,1974,7896860614.988031,7344080371.938869,7.34408037193887
Ireland,IRL,1975,9483808362.36934,8819941777.003487,8.819941777003487
Ireland,IRL,1976,9453756014.71837,8791993093.688086,8.791993093688086
Ireland,IRL,1977,11248340431.377935,10460956601.18148,10.460956601181481
Ireland,IRL,1978,14647996073.693748,13622636348.535187,13.622636348535186
Ireland,IRL,1979,18319334300.451324,17036980899.419733,17.03698089941973
Ireland,IRL,1980,21747855640.07121,20225505745.266224,20.225505745266222
Ireland,IRL,1981,20670190138.16707,19223276828.495377,19.223276828495376
Ireland,IRL,1982,21474752962.21775,19971520254.86251,19.97152025486251
Ireland,IRL,1983,20766047763.53137,19312424420.084175,19.312424420084174
Ireland,IRL,1984,20106648454.840363,18699183063.001537,18.699183063001538
Ireland,IRL,1985,21270013325.56009,19781112392.770885,19.781112392770886
Ireland,IRL,1986,28714571852.479862,26704551822.806274,26.704551822806273
Ireland,IRL,1987,33920518492.50936,31546082198.033707,31.546082198033705
Ireland,IRL,1988,37772896220.75585,35128793485.30294,35.12879348530294
Ireland,IRL,1989,39238392677.75421,36491705190.31142,36.491705190311414
Ireland,IRL,1990,49305632408.4929,45854238139.8984,45.8542381398984
Ireland,IRL,1991,49787501584.484726,46302376473.5708,46.3023764735708
Ireland,IRL,1992,55918538121.3989,52004240452.900986,52.00424045290099
Ireland,IRL,1993,52417477613.67601,48748254180.71869,48.74825418071869
Ireland,IRL,1994,57097656065.95995,53100820141.34276,53.10082014134276
Ireland,IRL,1995,69139823232.32323,64300035606.06061,64.3000356060606
Ireland,IRL,1996,75790786290.32259,70485431250.00002,70.48543125000002
Ireland,IRL,1997,82856648758.35721,77056683345.2722,77.0566833452722
Ireland,IRL,1998,90199410115.50967,83885451407.424,83.885451407424
Ireland,IRL,1999,98893958262.64384,91971381184.25877,91.97138118425877
Ireland,IRL,2000,100207610429.90924,93193077699.8156,93.1930776998156
Ireland,IRL,2001,109346669229.6954,101692402383.61673,101.69240238361672
Ireland,IRL,2002,128596035288.40102,119594312818.21295,119.59431281821296
Ireland,IRL,2003,164670771259.60202,153143817271.4299,153.1438172714299
Ireland,IRL,2004,194372115041.06497,180766066988.19043,180.76606698819043
Ireland,IRL,2005,211876989655.9065,197045600379.99304,197.04560037999303
Ireland,IRL,2006,232180617162.2785,215927973960.919,215.92797396091902
Ireland,IRL,2007,270079279419.5005,251173729860.13547,251.17372986013547
Ireland,IRL,2008,275447471451.06323,256166148449.48883,256.16614844948884
Ireland,IRL,2009,236443115853.6948,219892097743.93616,219.89209774393615
Ireland,IRL,2010,221913560882.3671,206379611620.6014,206.37961162060142
Ireland,IRL,2011,239170638711.3137,222428694001.52173,222.42869400152173
Ireland,IRL,2012,225118718207.1563,209360407932.6554,209.3604079326554
Ireland,IRL,2013,238112475390.7956,221444602113.4399,221.4446021134399
Ireland,IRL,2014,259681883575.70572,241504151725.40634,241.50415172540633
Ireland,IRL,2015,292364226871.7561,271898730990.7332,271.89873099073316
Ireland,IRL,2016,298559265006.39764,277660116455.9498,277.66011645594983
Ireland,IRL,2017,337241811320.8959,313634884528.43317,313.6348845284332
Ireland,IRL,2018,386693357874.0562,359624822822.8723,359.6248228228723
Ireland,IRL,2019,398933010007.3562,371007699306.8413,371.0076993068413
Ireland,IRL,2020,428608687830.2393,398606079682.12256,398.6060796821226
Ireland,IRL,2021,513391778882.86,477454354361.0598,477.4543543610598
Ireland,IRL,2022,533140011838.2764,495820211009.5971,495.82021100959713
Ireland,IRL,2023,545629450403.7351,507435388875.4737,507.4353888754737
Italy,ITA,1960,41915814947.7905,38981707901.44517,38.98170790144517
Italy,ITA,1961,46542216714.6155,43284261544.592415,43.28426154459242
Italy,ITA,1962,52293346804.62542,48632812528.30164,48.63281252830164
Italy,ITA,1963,59897871868.0716,55705020837.306595,55.70502083730659
Italy,ITA,1964,65569646710.202965,60979771440.48876,60.97977144048876
Italy,ITA,1965,70554398250.33769,65615590372.81406,65.61559037281405
Italy,ITA,1966,76446251295.37439,71095013704.69818,71.09501370469818
Italy,ITA,1967,84207912985.92194,78313359076.90741,78.3133590769074
Italy,ITA,1968,91275077144.66182,84885821744.53549,84.88582174453549
Italy,ITA,1969,100764425165.4865,93710915403.90245,93.71091540390245
Italy,ITA,1970,113395315985.13013,105457643866.17102,105.45764386617103
Italy,ITA,1971,124672365792.75903,115945300187.2659,115.9453001872659
Italy,ITA,1972,145260039840.63745,135091837051.79283,135.09183705179282
Italy,ITA,1973,175492055795.4168,163207611889.73764,163.20761188973765
Italy,ITA,1974,199564489431.3784,185594975171.18192,185.59497517118191
Italy,ITA,1975,227695851126.92764,211757141548.04272,211.7571415480427
Italy,ITA,1976,224717278436.84576,208987068946.26657,208.98706894626656
Italy,ITA,1977,257596313364.0553,239564571428.57144,239.56457142857144
Italy,ITA,1978,315058323066.3929,293004240451.7454,293.00424045174543
Italy,ITA,1979,393677161500.8157,366119760195.7586,366.1197601957586
Italy,ITA,1980,477256775943.92944,443848801627.85443,443.8488016278544
Italy,ITA,1981,430702851303.0148,400553651711.8038,400.55365171180375
Italy,ITA,1982,427272645669.2913,397363560472.441,397.36356047244095
Italy,ITA,1983,443042373788.8832,412029407623.6614,412.02940762366137
Italy,ITA,1984,437887689001.5429,407235550771.43494,407.23555077143493
Italy,ITA,1985,452217492140.7565,420562267690.90356,420.5622676909036
Italy,ITA,1986,640386352773.0874,595559308078.9713,595.5593080789713
Italy,ITA,1987,805713128174.4846,749313209202.2708,749.3132092022707
Italy,ITA,1988,891608957155.6084,829196330154.7158,829.1963301547158
Italy,ITA,1989,928661332204.3466,863655038950.0424,863.6550389500424
Italy,ITA,1990,1181222653522.9475,1098537067776.3412,1098.5370677763412
Italy,ITA,1991,1246220156079.288,1158984745153.738,1158.984745153738
Italy,ITA,1992,1320161644933.2288,1227750329787.9028,1227.7503297879027
Italy,ITA,1993,1064958075550.6335,990411010262.0892,990.4110102620892
Italy,ITA,1994,1099216688280.4996,1022271520100.8647,1022.2715201008648
Italy,ITA,1995,1174662070605.016,1092435725662.665,1092.435725662665
Italy,ITA,1996,1312426527795.2063,1220556670849.542,1220.556670849542
Italy,ITA,1997,1241879604365.6206,1154948032060.0273,1154.9480320600273
Italy,ITA,1998,1270052525928.404,1181148849113.4158,1181.1488491134157
Italy,ITA,1999,1252446659833.7866,1164775393645.4216,1164.7753936454217
Italy,ITA,2000,1146676894209.728,1066409511615.0471,1066.4095116150472
Italy,ITA,2001,1168023426056.3794,1086261786232.4329,1086.2617862324328
Italy,ITA,2002,1276769338449.2964,1187395484757.8457,1187.3954847578457
Italy,ITA,2003,1577621707050.5066,1467188187556.9712,1467.1881875569711
Italy,ITA,2004,1806542968545.5645,1680084960747.375,1680.084960747375
Italy,ITA,2005,1858217147203.7344,1728141946899.4731,1728.1419468994732
Italy,ITA,2006,1949551719389.6443,1813083099032.3694,1813.0830990323693
Italy,ITA,2007,2213102482751.458,2058185308958.856,2058.185308958856
Italy,ITA,2008,2408655348718.5933,2240049474308.292,2240.049474308292
Italy,ITA,2009,2199928804118.632,2045933787830.3276,2045.9337878303277
Italy,ITA,2010,2136099955236.671,1986572958370.104,1986.572958370104
Italy,ITA,2011,2294994296589.4985,2134344695828.2336,2134.344695828234
Italy,ITA,2012,2086957656821.602,1940870620844.09,1940.8706208440901
Italy,ITA,2013,2141924094298.5552,1991989407697.6565,1991.9894076976566
Italy,ITA,2014,2162009615996.5413,2010668942876.7834,2010.6689428767834
Italy,ITA,2015,1836637711060.546,1708073071286.3079,1708.0730712863078
Italy,ITA,2016,1877071687633.7788,1745676669499.4143,1745.6766694994144
Italy,ITA,2017,1961796197354.3564,1824470463539.5515,1824.4704635395515
Italy,ITA,2018,2091932426266.979,1945497156428.2905,1945.4971564282905
Italy,ITA,2019,2011302198827.448,1870511044909.5269,1870.5110449095268
Italy,ITA,2020,1897461635591.912,1764639321100.4783,1764.6393211004784
Italy,ITA,2021,2154875493744.9265,2004034209182.7817,2004.0342091827818
Italy,ITA,2022,2066972096553.7048,1922284049794.9456,1922.2840497949455
Italy,ITA,2023,2254851212731.8047,2097011627840.5784,2097.0116278405785
Netherlands,NLD,1960,13263458995.38695,12335016865.709864,12.335016865709864
Netherlands,NLD,1961,14578381187.724997,13557894504.584248,13.557894504584247
Netherlands,NLD,1962,15824293505.81906,14716592960.411726,14.716592960411726
Netherlands,NLD,1963,17168477019.903477,15966683628.510235,15.966683628510236
Netherlands,NLD,1964,20202316519.43203,18788154363.07179,18.78815436307179
Netherlands,NLD,1965,22688478854.66244,21100285334.83607,21.10028533483607
Netherlands,NLD,1966,24705121841.706,22975763312.786583,22.975763312786583
Netherlands,NLD,1967,27103938850.67979,25206663131.132206,25.206663131132206
Netherlands,NLD,1968,30053405731.016724,27949667329.845554,27.949667329845553
Netherlands,NLD,1969,34035946908.561382,31653430624.962086,31.653430624962084
Netherlands,NLD,1970,38164716625.06848,35493186461.31369,35.49318646131369
Netherlands,NLD,1971,44579122807.01754,41458584210.52631,41.45858421052631
Netherlands,NLD,1972,54706557264.48778,50877098255.97363,50.877098255973635
Netherlands,NLD,1973,71840909664.19676,66812045987.702995,66.812045987703
Netherlands,NLD,1974,87243413394.54054,81136374456.92271,81.13637445692271
Netherlands,NLD,1975,100249523353.0847,93232056718.36877,93.23205671836878
Netherlands,NLD,1976,109168720620.10336,101526910176.69614,101.52691017669613
Netherlands,NLD,1977,127016990212.80415,118125800897.90787,118.12580089790787
Netherlands,NLD,1978,155859695457.32327,144949516775.31064,144.94951677531063
Netherlands,NLD,1979,179669405690.43173,167092547292.10153,167.09254729210153
Netherlands,NLD,1980,195152092662.3809,181491446176.01425,181.49144617601425
Netherlands,NLD,1981,164134217080.27905,152644821884.65952,152.6448218846595
Netherlands,NLD,1982,158479527935.95773,147385960980.4407,147.3859609804407
Netherlands,NLD,1983,153445465987.18246,142704283368.0797,142.7042833680797
Netherlands,NLD,1984,143912664148.35165,133838777657.96704,133.83877765796703
Netherlands,NLD,1985,143845822717.62207,133776615127.38853,133.77661512738854
Netherlands,NLD,1986,200862095700.6656,186801749001.61902,186.80174900161902
Netherlands,NLD,1987,245046310922.5413,227893069157.9634,227.8930691579634
Netherlands,NLD,1988,261910508417.88385,243576772828.632,243.576772828632
Netherlands,NLD,1989,258336705808.99927,240253136402.36932,240.25313640236934
Netherlands,NLD,1990,318330511920.6099,296047376086.16724,296.0473760861672
Netherlands,NLD,1991,327500327675.6247,304575304738.331,304.575304738331
Netherlands,NLD,1992,362962872180.4511,337555471127.8196,337.5554711278196
Netherlands,NLD,1993,353550169672.5202,328801657795.4438,328.80165779544376
Netherlands,NLD,1994,379130260322.0729,352591142099.5278,352.59114209952776
Netherlands,NLD,1995,452301674444.1394,420640557233.0497,420.64055723304966
Netherlands,NLD,1996,450490196078.43134,418955882352.94116,418.95588235294116
Netherlands,NLD,1997,416812740004.51776,387635848204.20154,387.6358482042015
Netherlands,NLD,1998,438008220395.46765,407347644967.7849,407.3476449677849
Netherlands,NLD,1999,447049523049.8079,415756056436.3214,415.7560564363214
Netherlands,NLD,2000,417479337444.7068,388255783823.57733,388.2557838235773
Netherlands,NLD,2001,431586852369.6856,401375772703.8076,401.3757727038076
Netherlands,NLD,2002,473861980070.98126,440691641466.0126,440.6916414660126
Netherlands,NLD,2003,580070360701.9596,539465435452.82245,539.4654354528225
Netherlands,NLD,2004,658380081545.1754,612293475837.0132,612.2934758370131
Netherlands,NLD,2005,685348181515.953,637373808809.8363,637.3738088098363
Netherlands,NLD,2006,733955269898.8225,682578401005.905,682.578401005905
Netherlands,NLD,2007,848558887541.1792,789159765413.2968,789.1597654132968
Netherlands,NLD,2008,951869997864.0624,885239098013.578,885.239098013578
Netherlands,NLD,2009,871518638049.2181,810512333385.773,810.512333385773
Netherlands,NLD,2010,847380859016.6683,788064198885.5016,788.0641988855016
Netherlands,NLD,2011,905270626332.6866,841901682489.3987,841.9016824893987
Netherlands,NLD,2012,838923319919.5315,780198687525.1643,780.1986875251644
Netherlands,NLD,2013,877172824534.5123,815770726817.0966,815.7707268170966
Netherlands,NLD,2014,892167986713.7224,829716227643.7618,829.7162276437618
Netherlands,NLD,2015,765572770634.3746,711982676689.9685,711.9826766899685
Netherlands,NLD,2016,784060430240.0797,729176200123.2742,729.1762001232742
Netherlands,NLD,2017,833869641687.0603,775498766768.9661,775.4987667689661
Netherlands,NLD,2018,914043438179.6072,850060397507.0347,850.0603975070346
Netherlands,NLD,2019,910194347568.626,846480743238.8221,846.4807432388221
Netherlands,NLD,2020,909793466661.4812,846107923995.1776,846.1079239951777
Netherlands,NLD,2021,1029678338329.4408,957600854646.38,957.60085464638
Netherlands,NLD,2022,1009398719033.078,938740808700.7626,938.7408087007626
Netherlands,NLD,2023,1118124749886.2942,1039856017394.2537,1039.8560173942537
Norway,NOR,1960,5197398721.413668,4833580810.914711,4.833580810914711
Norway,NOR,1961,5669689210.3186,5272810965.596298,5.272810965596298
Norway,NOR,1962,6107076928.633716,5679581543.629355,5.6795815436293555
Norway,NOR,1963,6553269535.510094,6094540668.024387,6.094540668024387
Norway,NOR,1964,7206522121.804177,6702065573.277885,6.702065573277886
Norway,NOR,1965,8111945661.216237,7544109464.931101,7.5441094649311005
Norway,NOR,1966,8753940266.901838,8141164448.21871,8.14116444821871
Norway,NOR,1967,9577383653.18303,8906966797.460218,8.906966797460218
Norway,NOR,1968,10227087165.24143,9511191063.67453,9.51119106367453
Norway,NOR,1969,11136187439.832636,10356654319.044352,10.35665431904435
Norway,NOR,1970,12814123115.261309,11917134497.193018,11.917134497193018
Norway,NOR,1971,14583114840.062923,13562296801.25852,13.56229680125852
Norway,NOR,1972,17358610849.70098,16143508090.221912,16.143508090221914
Norway,NOR,1973,22534253702.86864,20956855943.667835,20.956855943667836
Norway,NOR,1974,27145693810.134125,25245495243.424736,25.245495243424735
Norway,NOR,1975,32877805200.02296,30576358836.021355,30.576358836021356
Norway,NOR,1976,35942270686.337395,33426311738.293777,33.426311738293776
Norway,NOR,1977,41508030431.10735,38602468300.92984,38.60246830092984
Norway,NOR,1978,46522900253.70544,43266297235.94606,43.26629723594606
Norway,NOR,1979,53132244623.92133,49412987500.24684,49.41298750024684
Norway,NOR,1980,64439382896.01556,59928626093.29447,59.92862609329447
Norway,NOR,1981,63596654760.86768,59144888927.60695,59.14488892760695
Norway,NOR,1982,62647195537.65107,58261891850.015495,58.261891850015495
Norway,NOR,1983,61627240831.09479,57313333972.91815,57.31333397291815
Norway,NOR,1984,62057955032.77583,57713898180.48153,57.71389818048153
Norway,NOR,1985,65416879914.39072,60837698320.38337,60.83769832038337
Norway,NOR,1986,78693118044.00449,73184599780.92418,73.18459978092417
Norway,NOR,1987,94229907235.62152,87633813729.12802,87.63381372912802
Norway,NOR,1988,101900260856.22218,94767242596.28664,94.76724259628664
Norway,NOR,1989,102633934390.61482,95449558983.27179,95.44955898327179
Norway,NOR,1990,119791843059.57156,111406414045.40157,111.40641404540156
Norway,NOR,1991,121872464483.48734,113341391969.64323,113.34139196964324
Norway,NOR,1992,130838040067.58388,121679377262.85301,121.67937726285301
Norway,NOR,1993,120579213712.8036,112138668752.90736,112.13866875290736
Norway,NOR,1994,127131319428.70096,118232127068.6919,118.2321270686919
Norway,NOR,1995,152029612324.78848,141387539462.05328,141.3875394620533
Norway,NOR,1996,163520109150.67136,152073701510.12436,152.07370151012435
Norway,NOR,1997,161356631888.4836,150061667656.28976,150.06166765628976
Norway,NOR,1998,154230295158.4472,143434174497.3559,143.43417449735588
Norway,NOR,1999,162383706021.13037,151016846599.65125,151.01684659965125
Norway,NOR,2000,171457201935.96765,159455197800.44992,159.45519780044992
Norway,NOR,2001,174239354070.97656,162042599286.0082,162.0425992860082
Norway,NOR,2002,195914852576.46732,182200812896.11462,182.20081289611463
Norway,NOR,2003,229385469337.0244,213328486483.4327,213.3284864834327
Norway,NOR,2004,265268662473.2969,246699856100.16614,246.69985610016613
Norway,NOR,2005,309978579743.88824,288280079161.8161,288.2800791618161
Norway,NOR,2006,346915160681.7084,322631099433.98883,322.6310994339888
Norway,NOR,2007,402643260487.5719,374458232253.4419,374.4582322534419
Norway,NOR,2008,464917553191.4894,432373324468.08514,432.3733244680851
Norway,NOR,2009,387976400617.0189,360818052573.82764,360.81805257382763
Norway,NOR,2010,431052143940.4382,400878493864.60754,400.87849386460755
Norway,NOR,2011,501360549669.4038,466265311192.5456,466.2653111925456
Norway,NOR,2012,512777309840.997,476882898152.12726,476.88289815212727
Norway,NOR,2013,526014468085.1064,489193455319.149,489.193455319149
Norway,NOR,2014,501736471832.84814,466614918804.5488,466.61491880454884
Norway,NOR,2015,388159512245.53046,360988346388.3433,360.9883463883433
Norway,NOR,2016,370956547619.0476,344989589285.7143,344.9895892857143
Norway,NOR,2017,401745275035.2608,373623105782.79254,373.62310578279255
Norway,NOR,2018,439788625883.7996,409003422071.93365,409.00342207193364
Norway,NOR,2019,408742840909.0909,380130842045.4545,380.13084204545453
Norway,NOR,2020,367633418886.62726,341899079564.56335,341.89907956456335
Norway,NOR,2021,503367986030.26776,468132227008.14905,468.1322270081491
Norway,NOR,2022,593726965415.6191,552166077836.5259,552.1660778365259
Norway,NOR,2023,485513316503.6304,451527384348.3763,451.5273843483763
Poland,POL,1990,65977748210.52632,61359305835.78948,61.359305835789485
Poland,POL,1991,85500935934.99008,79515870419.54079,79.51587041954079
Poland,POL,1992,94337050693.27267,87733457144.74359,87.7334571447436
Poland,POL,1993,96043157272.86205,89320136263.7617,89.3201362637617
Poland,POL,1994,110803635287.62108,103047380817.48761,103.0473808174876
Poland,POL,1995,142293781028.56802,132333216356.56827,132.33321635656827
Poland,POL,1996,160193242090.4269,148979715144.09705,148.97971514409704
Poland,POL,1997,159358178533.6591,148203106036.30295,148.20310603630296
Poland,POL,1998,174685791563.56104,162457786154.1118,162.45778615411177
Poland,POL,1999,170030662134.73392,158128515785.30255,158.12851578530254
Poland,POL,2000,172220451786.9572,160165020161.8702,160.16502016187022
Poland,POL,2001,190905493539.1681,177542108991.42633,177.54210899142632
Poland,POL,2002,199070448694.90024,185135517286.25723,185.13551728625723
Poland,POL,2003,217828661056.93512,202580654782.94968,202.58065478294967
Poland,POL,2004,255107252158.6312,237249744507.52704,237.24974450752703
Poland,POL,2005,306145944824.9303,284715728687.1852,284.71572868718516
Poland,POL,2006,344626667414.2921,320502800695.2917,320.5028006952917
Poland,POL,2007,429020755432.721,398989302552.43054,398.98930255243056
Poland,POL,2008,533599779515.7149,496247794949.61487,496.24779494961484
Poland,POL,2009,439731589139.2123,408950377899.46747,408.95037789946747
Poland,POL,2010,475696613935.5952,442397850960.1036,442.3978509601036
Poland,POL,2011,524374183218.3088,487667990393.02716,487.66799039302714
